Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_frequently,BusinessTravel_Travel_rarely,Department_Research & development,EducationField_Life sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical degree,Gender_Male,JobRole_Human resources,JobRole_Laboratory technician,JobRole_Manager,JobRole_Manufacturing director,JobRole_Research director,JobRole_Research scientist,JobRole_Sales representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
40.0,1416,2.0,2,1,352,1,49,3,5,3,16581.0,5949,0,19,3,4,80,1,22,5,3,18.0,7.0,3.0,9,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
51.0,833,1.0,3,1,353,3,96,3,1,4,2723.0,23231,1,11,3,2,80,0,1,0,2,1.0,0.0,0.0,0,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
31.0,307,29.0,2,1,355,3,71,2,1,2,3479.0,11652,0,11,3,2,80,0,6,2,4,5.0,4.0,1.0,4,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
32.0,1311,7.0,3,1,359,2,100,4,1,2,2794.0,26062,1,20,4,3,80,0,5,3,1,5.0,1.0,0.0,3,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
38.0,1327,2.0,2,1,361,4,39,2,2,4,5249.0,19682,3,18,3,4,80,1,13,0,3,8.0,7.0,7.0,5,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
32.0,128,2.0,1,1,362,4,84,2,2,1,2176.0,19737,4,13,3,4,80,0,9,5,3,6.0,2.0,0.0,4,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False
46.0,488,2.0,3,1,363,3,75,1,4,2,16581.0,14977,3,12,3,2,80,1,28,2,2,7.0,7.0,7.0,7,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
28.0,529,2.0,4,1,364,1,79,3,1,3,3485.0,14935,2,11,3,3,80,0,5,5,1,0.0,0.0,0.0,0,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
29.0,1210,2.0,3,1,366,1,78,2,2,2,6644.0,3687,2,19,3,2,80,2,10,2,3,0.0,0.0,0.0,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
31.0,1463,23.0,3,1,367,2,64,2,2,4,5582.0,14408,0,21,4,2,80,1,10,2,3,9.0,0.0,7.0,8,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
25.0,675,5.0,2,1,369,2,85,4,2,1,4000.0,18384,1,12,3,4,80,2,6,2,3,6.0,3.0,1.0,5,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
45.0,1385,20.0,2,1,372,3,79,3,4,4,13496.0,7501,0,14,3,2,80,0,21,2,3,18.0,7.0,4.0,10,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
36.0,1403,6.0,3,1,373,4,47,3,1,4,3210.0,20251,0,11,3,3,80,1,16,4,3,15.0,13.0,7.5,11,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
55.0,452,1.0,3,1,374,4,81,3,5,1,16581.0,18938,0,14,3,3,80,0,37,2,3,18.0,10.0,4.0,13,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True
47.0,666,29.0,4,1,376,1,88,3,3,2,11849.0,10268,1,12,3,4,80,1,10,2,2,10.0,7.0,7.5,9,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
28.0,1158,9.0,3,1,377,4,94,3,1,4,2070.0,2613,1,23,4,4,80,1,5,3,2,5.0,2.0,0.0,4,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
37.0,228,6.0,4,1,378,3,98,3,2,4,6502.0,22825,4,14,3,2,80,1,7,5,4,5.0,4.0,0.0,1,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
21.0,996,3.0,2,1,379,4,100,2,1,3,3230.0,10531,1,17,3,1,80,0,3,4,4,3.0,2.0,1.0,0,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
37.0,728,1.0,4,1,380,1,80,3,3,4,13603.0,11677,2,18,3,1,80,2,15,2,3,5.0,2.0,0.0,2,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
35.0,1315,22.0,3,1,381,2,71,4,3,2,11996.0,19100,7,18,3,2,80,1,10,6,2,7.0,7.0,6.0,2,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
38.0,322,7.0,2,1,382,1,44,4,2,1,5605.0,19191,1,24,4,3,80,1,8,3,3,8.0,0.0,7.0,7,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
26.0,1479,1.0,3,1,384,3,84,3,2,2,6397.0,26767,1,20,4,1,80,1,6,6,1,6.0,5.0,1.0,4,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
50.0,797,4.0,1,1,385,1,96,3,5,2,16581.0,15815,3,14,3,1,80,2,28,4,2,10.0,4.0,1.0,6,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
53.0,1070,3.0,4,1,386,3,45,3,4,3,16581.0,21016,3,16,3,4,80,3,21,5,2,5.0,3.0,1.0,3,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True
42.0,635,1.0,1,1,387,2,99,3,2,3,4907.0,24532,1,25,4,3,80,0,20,3,3,18.0,14.5,7.5,6,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
29.0,442,2.0,2,1,388,2,44,3,2,4,4554.0,20260,1,18,3,1,80,0,10,3,2,10.0,7.0,0.0,9,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
55.0,147,20.0,2,1,389,2,37,3,2,4,5415.0,15972,3,19,3,4,80,1,12,4,3,10.0,7.0,0.0,8,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,True
26.0,496,11.0,2,1,390,1,60,3,2,1,4741.0,22722,1,13,3,3,80,1,5,3,3,5.0,3.0,3.0,3,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
37.0,1372,1.0,3,1,391,4,42,3,1,4,2115.0,15881,1,12,3,2,80,0,17,3,3,17.0,12.0,5.0,7,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
44.0,920,24.0,3,1,392,4,43,3,1,3,3161.0,19920,3,22,4,4,80,1,19,0,1,1.0,0.0,0.0,0,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
38.0,688,23.0,4,1,393,4,82,3,2,4,5745.0,18899,9,14,3,2,80,1,10,2,3,2.0,2.0,1.0,2,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
26.0,1449,16.0,4,1,394,1,45,3,1,2,2373.0,14180,2,13,3,4,80,1,5,2,3,3.0,2.0,0.0,2,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
28.0,1117,8.0,2,1,395,4,66,3,1,4,3310.0,4488,1,21,4,4,80,0,5,3,3,5.0,3.0,0.0,2,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
49.0,636,10.0,4,1,396,3,35,3,5,1,16581.0,25594,9,11,3,4,80,0,22,4,3,3.0,2.0,1.0,2,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True
36.0,506,3.0,3,1,397,3,30,3,2,2,4485.0,26285,4,12,3,4,80,0,10,2,3,8.0,0.0,7.0,7,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False
31.0,444,5.0,3,1,399,4,84,3,1,2,2789.0,3909,1,11,3,3,80,1,2,5,2,2.0,2.0,2.0,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
26.0,950,4.0,4,1,401,4,48,2,2,4,5828.0,8450,1,12,3,2,80,0,8,0,3,8.0,7.0,7.0,4,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True
37.0,889,9.0,3,1,403,2,53,3,1,4,2326.0,11411,1,12,3,3,80,3,4,3,2,4.0,2.0,1.0,2,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True
42.0,555,26.0,3,1,404,3,77,3,4,2,13525.0,14864,5,14,3,4,80,1,23,2,4,18.0,4.0,4.0,8,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
18.0,230,3.0,3,1,405,3,54,3,1,3,1420.0,25233,1,13,3,3,80,0,0,2,3,0.0,0.0,0.0,0,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
35.0,1232,16.0,3,1,406,3,96,3,3,2,8020.0,5100,0,15,3,3,80,2,12,3,2,11.0,9.0,6.0,9,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
36.0,566,18.0,4,1,407,3,81,4,1,4,3688.0,7122,4,18,3,4,80,2,4,2,3,1.0,0.0,0.0,0,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
51.0,1302,2.0,3,1,408,4,84,1,2,2,5482.0,16321,5,18,3,4,80,1,13,3,3,4.0,1.0,1.0,2,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
41.0,334,2.0,4,1,410,4,88,3,4,2,16015.0,15896,1,19,3,2,80,0,22,2,3,18.0,10.0,0.0,4,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
18.0,812,10.0,3,1,411,4,69,2,1,3,1200.0,9724,1,12,3,1,80,0,0,2,3,0.0,0.0,0.0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
28.0,1476,16.0,2,1,412,2,68,4,2,1,5661.0,4824,0,19,3,3,80,0,9,2,3,8.0,3.0,0.0,7,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
31.0,218,7.0,3,1,416,2,100,4,2,4,6929.0,12241,4,11,3,2,80,1,10,3,2,8.0,7.0,7.0,7,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False
39.0,1132,1.0,3,1,417,3,48,4,3,4,9613.0,10942,0,17,3,1,80,3,19,5,2,18.0,10.0,3.0,7,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
36.0,1105,24.0,4,1,419,2,47,3,2,2,5674.0,6927,7,15,3,3,80,1,11,3,3,9.0,8.0,0.0,8,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
32.0,906,7.0,3,1,420,4,91,2,2,3,5484.0,16985,1,14,3,3,80,1,13,3,2,13.0,8.0,4.0,8,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
38.0,849,25.0,2,1,421,1,81,2,3,2,12061.0,26707,3,17,3,3,80,1,19,2,3,10.0,8.0,0.0,1,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
58.0,390,1.0,4,1,422,4,32,1,2,3,5660.0,17056,2,13,3,4,80,1,12,2,3,5.0,3.0,1.0,2,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
31.0,691,5.0,4,1,423,3,86,3,1,4,4821.0,10077,0,12,3,3,80,1,6,4,3,5.0,2.0,0.0,3,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True
31.0,106,2.0,3,1,424,1,62,2,2,1,6410.0,17822,3,12,3,4,80,0,9,1,3,2.0,2.0,1.0,0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
45.0,1249,7.0,3,1,425,1,97,3,3,1,5210.0,20308,1,18,3,1,80,1,24,2,3,18.0,9.0,7.5,11,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
31.0,192,2.0,4,1,426,3,32,3,1,4,2695.0,7747,0,18,3,2,80,1,3,2,1,2.0,2.0,2.0,2,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
33.0,553,5.0,4,1,428,4,74,3,3,2,11878.0,23364,6,11,3,2,80,2,12,2,3,10.0,6.0,7.5,8,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
39.0,117,10.0,1,1,429,3,99,3,4,1,16581.0,5355,1,14,3,4,80,0,21,3,3,18.0,9.0,7.5,10,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True
43.0,185,10.0,4,1,430,3,33,3,1,4,2455.0,10675,0,19,3,1,80,0,9,5,3,8.0,7.0,1.0,7,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
49.0,1091,1.0,2,1,431,3,90,2,4,3,13964.0,17810,7,12,3,4,80,0,25,2,3,7.0,1.0,0.0,7,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
52.0,723,8.0,4,1,433,3,85,2,2,2,4941.0,17747,2,15,3,1,80,0,11,3,2,8.0,2.0,7.0,7,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
27.0,1220,5.0,3,1,434,3,85,3,1,2,2478.0,20938,1,12,3,2,80,0,4,2,2,4.0,3.0,1.0,2,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
32.0,588,8.0,2,1,436,3,65,2,2,2,5228.0,24624,1,11,3,4,80,0,13,2,3,13.0,12.0,7.5,9,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
27.0,1377,2.0,3,1,437,4,74,3,2,3,4478.0,5242,1,11,3,1,80,0,5,3,3,5.0,4.0,0.0,4,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
31.0,691,7.0,3,1,438,4,73,3,2,4,7547.0,7143,4,12,3,4,80,3,13,3,3,7.0,7.0,1.0,7,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
32.0,1018,2.0,4,1,439,1,74,4,2,4,5055.0,10557,7,16,3,3,80,0,10,0,2,7.0,7.0,0.0,7,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
28.0,1157,2.0,4,1,440,1,84,1,1,4,3464.0,24737,5,13,3,4,80,0,5,4,2,3.0,2.0,2.0,2,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True
30.0,1275,28.0,2,1,441,4,64,3,2,4,5775.0,11934,1,13,3,4,80,2,11,2,3,10.0,8.0,1.0,9,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
31.0,798,7.0,2,1,442,3,48,2,3,3,8943.0,14034,1,24,4,1,80,1,10,2,3,10.0,9.0,7.5,9,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
39.0,672,7.0,2,1,444,3,54,2,5,4,16581.0,21141,1,15,3,1,80,1,21,2,3,18.0,9.0,7.5,3,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False
39.0,1162,3.0,2,1,445,4,41,3,2,3,5238.0,17778,4,18,3,1,80,0,12,3,2,1.0,0.0,0.0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
33.0,508,10.0,3,1,446,2,46,2,2,4,4682.0,4317,3,14,3,3,80,0,9,6,2,7.0,7.0,0.0,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
47.0,1482,5.0,5,1,447,4,42,3,5,3,16581.0,16375,4,11,3,2,80,1,21,2,3,3.0,2.0,1.0,1,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
43.0,559,10.0,4,1,448,3,82,2,2,3,5257.0,6227,1,11,3,2,80,1,9,3,4,9.0,7.0,0.0,0,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
27.0,210,1.0,1,1,449,3,73,3,2,2,6349.0,22107,0,13,3,4,80,1,6,0,3,5.0,4.0,1.0,4,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
54.0,928,20.0,4,1,450,4,31,3,2,3,4869.0,16885,3,12,3,4,80,0,20,4,2,4.0,3.0,0.0,3,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
43.0,1001,7.0,3,1,451,3,43,3,3,1,9985.0,9262,8,16,3,1,80,1,10,1,2,1.0,0.0,0.0,0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
45.0,549,8.0,4,1,452,4,75,3,2,4,3697.0,9278,9,14,3,1,80,2,12,3,3,10.0,9.0,7.5,8,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False
40.0,1124,1.0,2,1,453,2,57,1,2,4,7457.0,13273,2,22,4,3,80,3,6,2,2,4.0,3.0,0.0,2,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
29.0,318,8.0,4,1,454,2,77,1,1,1,2119.0,4759,1,11,3,4,80,0,7,4,2,7.0,7.0,0.0,7,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True
29.0,738,9.0,5,1,455,2,30,2,1,4,3983.0,7621,0,17,3,3,80,0,4,2,3,3.0,2.0,2.0,2,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False
30.0,570,5.0,3,1,456,4,30,2,2,3,6118.0,5431,1,13,3,3,80,3,10,2,3,10.0,9.0,1.0,2,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27.0,1130,8.0,4,1,458,2,56,3,2,2,6214.0,3415,1,18,3,1,80,1,8,3,3,8.0,7.0,0.0,7,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
37.0,1192,5.0,2,1,460,4,61,3,2,4,6347.0,23177,7,16,3,3,80,2,8,2,2,6.0,2.0,0.0,4,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
38.0,343,15.0,2,1,461,3,92,2,3,4,11510.0,15682,0,14,3,2,80,1,12,3,3,11.0,10.0,2.0,9,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
31.0,1232,7.0,4,1,462,3,39,3,3,4,7143.0,25713,1,14,3,3,80,0,11,2,2,11.0,9.0,4.0,10,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
29.0,144,10.0,1,1,463,4,39,2,2,2,8268.0,11866,1,14,3,1,80,2,7,2,3,7.0,7.0,1.0,7,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
35.0,1296,5.0,4,1,464,3,62,3,3,2,8095.0,18264,0,13,3,4,80,0,17,5,3,16.0,6.0,0.0,13,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
23.0,1309,26.0,1,1,465,3,83,3,1,4,2904.0,16092,1,12,3,3,80,2,4,2,2,4.0,2.0,0.0,2,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
41.0,483,6.0,3,1,466,4,95,2,2,2,6032.0,10110,6,15,3,4,80,0,8,3,3,5.0,4.0,1.0,2,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True
47.0,1309,4.0,1,1,467,2,99,3,2,3,2976.0,25751,3,19,3,1,80,0,5,3,3,0.0,0.0,0.0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
42.0,810,23.0,5,1,468,1,44,3,4,4,15992.0,15901,2,14,3,2,80,0,16,2,3,1.0,0.0,0.0,0,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
29.0,746,2.0,3,1,469,4,61,3,2,3,4649.0,16928,1,14,3,1,80,1,4,3,2,4.0,3.0,0.0,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
42.0,544,2.0,1,1,470,3,52,3,1,3,2696.0,24017,0,11,3,3,80,1,4,5,3,3.0,2.0,1.0,0,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True
32.0,1062,2.0,3,1,471,3,75,3,1,2,2370.0,3956,1,13,3,3,80,1,8,4,3,8.0,0.0,0.0,7,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
48.0,530,29.0,1,1,473,1,91,3,3,3,12504.0,23978,3,21,4,2,80,1,15,3,1,0.0,0.0,0.0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
37.0,1319,6.0,3,1,474,3,51,4,2,1,5974.0,17001,4,13,3,1,80,2,13,2,3,7.0,7.0,6.0,7,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
30.0,641,25.0,2,1,475,4,85,3,2,3,4736.0,6069,7,12,3,2,80,1,4,2,4,2.0,2.0,2.0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
26.0,933,1.0,3,1,476,3,57,3,2,3,5296.0,20156,1,17,3,2,80,1,8,3,3,8.0,7.0,7.0,7,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
42.0,1332,2.0,4,1,477,1,98,2,2,4,6781.0,17078,3,23,4,2,80,0,14,6,3,1.0,0.0,0.0,0,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
21.0,756,1.0,1,1,478,1,99,2,1,2,2174.0,9150,1,11,3,3,80,0,3,3,3,3.0,2.0,1.0,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True
36.0,845,1.0,5,1,479,4,45,3,2,4,6653.0,15276,4,15,3,2,80,0,7,6,3,1.0,0.0,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
36.0,541,3.0,4,1,481,1,48,2,3,4,9699.0,7246,4,11,3,1,80,1,16,2,3,13.0,9.0,1.0,12,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
57.0,593,1.0,4,1,482,4,88,3,2,3,6755.0,2967,2,11,3,3,80,0,15,2,3,3.0,2.0,1.0,2,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
40.0,1171,10.0,4,1,483,4,46,4,1,3,2213.0,22495,3,13,3,3,80,1,10,3,3,7.0,7.0,1.0,7,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
21.0,895,9.0,2,1,484,1,39,3,1,4,2610.0,2851,1,24,4,3,80,0,3,3,2,3.0,2.0,2.0,2,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
33.0,350,5.0,3,1,485,4,34,3,1,3,2851.0,9150,1,13,3,2,80,0,1,2,3,1.0,0.0,0.0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True
37.0,921,10.0,3,1,486,3,98,3,1,1,3452.0,17663,6,20,4,2,80,1,17,3,3,5.0,4.0,0.0,3,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
46.0,1144,7.0,4,1,487,3,30,3,2,3,5258.0,16044,2,14,3,3,80,0,7,2,4,1.0,0.0,0.0,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
41.0,143,4.0,3,1,488,1,56,3,2,2,9355.0,9558,1,18,3,3,80,0,8,5,3,8.0,7.0,7.0,7,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
50.0,1046,10.0,3,1,491,4,100,2,3,4,10496.0,2755,6,15,3,4,80,0,20,2,3,4.0,3.0,1.0,3,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
40.0,575,22.0,2,1,492,3,68,2,2,3,6380.0,6110,2,12,3,1,80,2,8,6,3,6.0,4.0,1.0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
31.0,408,9.0,4,1,493,3,42,2,1,2,2657.0,7551,0,16,3,4,80,0,3,5,3,2.0,2.0,2.0,2,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True
21.0,156,12.0,3,1,494,3,90,4,1,2,2716.0,25422,1,15,3,4,80,0,1,0,3,1.0,0.0,0.0,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
29.0,1283,23.0,3,1,495,4,54,3,1,4,2201.0,18168,9,16,3,4,80,0,6,4,3,3.0,2.0,1.0,2,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
35.0,755,9.0,4,1,496,3,97,2,2,2,6540.0,19394,9,19,3,3,80,0,10,5,3,1.0,1.0,0.0,0,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
27.0,1469,1.0,2,1,497,4,82,3,1,2,3816.0,17881,1,11,3,2,80,1,5,2,3,5.0,2.0,0.0,4,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
28.0,304,9.0,4,1,498,2,92,3,2,4,5253.0,20750,1,16,3,4,80,0,7,1,3,7.0,5.0,0.0,7,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
49.0,1261,7.0,3,1,499,2,31,2,3,3,10965.0,12066,8,24,4,3,80,0,26,2,3,5.0,2.0,0.0,0,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
51.0,1178,14.0,2,1,500,3,87,3,2,4,4936.0,14862,4,11,3,3,80,1,18,2,2,7.0,7.0,0.0,7,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
36.0,329,2.0,3,1,501,4,96,3,1,3,2543.0,11868,4,13,3,2,80,1,6,3,3,2.0,2.0,2.0,2,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
34.0,1362,19.0,3,1,502,1,67,4,2,4,5304.0,4652,8,13,3,2,80,0,9,3,2,5.0,2.0,0.0,4,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True
55.0,1311,2.0,3,1,505,3,97,3,4,4,16581.0,23258,2,13,3,3,80,0,30,2,3,5.0,4.0,1.0,2,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
24.0,1371,10.0,4,1,507,4,77,3,2,3,4260.0,5915,1,12,3,4,80,1,5,2,4,5.0,2.0,0.0,3,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
30.0,202,2.0,1,1,508,3,72,3,1,2,2476.0,17434,1,18,3,1,80,1,1,3,3,1.0,0.0,0.0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False
26.0,575,3.0,1,1,510,3,73,3,1,1,3102.0,6582,0,22,4,3,80,0,7,2,3,6.0,4.0,0.0,4,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False
22.0,253,11.0,3,1,511,1,43,3,1,2,2244.0,24440,1,13,3,4,80,1,2,1,3,2.0,1.0,1.0,2,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
36.0,164,2.0,2,1,513,2,61,2,3,3,7596.0,3809,1,13,3,2,80,2,10,2,3,10.0,9.0,7.5,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
30.0,464,4.0,3,1,514,3,40,3,1,4,2285.0,3427,9,23,4,3,80,0,3,4,3,1.0,0.0,0.0,0,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True
